url,domain
http://www.npc.gov.cn/,www.npc.gov.cn
http://www.cppcc.gov.cn/,www.cppcc.gov.cn
https://www.ccdi.gov.cn/,www.ccdi.gov.cn
https://www.spp.gov.cn/,www.spp.gov.cn
http://www.nhsa.gov.cn/,www.nhsa.gov.cn
https://www.samr.gov.cn/,www.samr.gov.cn
